codigo_region;nombre_region;codigo_comuna;nombre_comuna;clasificacion;tramo_fonasa;beneficiarios
7;Maule;7104;Empedrado;Rural;C;864
7;Maule;7104;Empedrado;Rural;D;622
7;Maule;7105;Maule;Mixta;A;9981
7;Maule;7105;Maule;Mixta;B;14021
7;Maule;7105;Maule;Mixta;C;5312
7;Maule;7105;Maule;Mixta;D;6802
7;Maule;7106;Pelarco;Rural;A;2382
7;Maule;7106;Pelarco;Rural;B;5036
7;Maule;7106;Pelarco;Rural;C;1778
7;Maule;7106;Pelarco;Rural;D;2112
7;Maule;7107;Pencahue;Rural;A;1908
7;Maule;7107;Pencahue;Rural;B;4181
7;Maule;7107;Pencahue;Rural;C;1396
7;Maule;7107;Pencahue;Rural;D;1886
7;Maule;7108;Río Claro;Rural;A;2358
7;Maule;7108;Río Claro;Rural;B;6133
7;Maule;7108;Río Claro;Rural;C;2249
7;Maule;7108;Río Claro;Rural;D;2580
7;Maule;7109;San Clemente;Rural;A;11352
7;Maule;7109;San Clemente;Rural;B;18210
7;Maule;7109;San Clemente;Rural;C;6425
7;Maule;7109;San Clemente;Rural;D;8442
7;Maule;7110;San Rafael;Rural;A;2321
7;Maule;7110;San Rafael;Rural;B;4660
7;Maule;7110;San Rafael;Rural;C;1917
7;Maule;7110;San Rafael;Rural;D;2255
7;Maule;7201;Cauquenes;Rural;A;10741
7;Maule;7201;Cauquenes;Rural;B;19567
7;Maule;7201;Cauquenes;Rural;C;5327
7;Maule;7201;Cauquenes;Rural;D;6229
7;Maule;7202;Chanco;Rural;A;2027
7;Maule;7202;Chanco;Rural;B;2670
7;Maule;7202;Chanco;Rural;C;838
7;Maule;7202;Chanco;Rural;D;755
7;Maule;7203;Pelluhue;Rural;A;2999
7;Maule;7203;Pelluhue;Rural;B;3643
7;Maule;7203;Pelluhue;Rural;C;864
7;Maule;7203;Pelluhue;Rural;D;1297
7;Maule;7301;Curicó;Urbana;A;23901
7;Maule;7301;Curicó;Urbana;B;68523
7;Maule;7301;Curicó;Urbana;C;25134
7;Maule;7301;Curicó;Urbana;D;34597
7;Maule;7302;Hualañé;Rural;A;1476
7;Maule;7302;Hualañé;Rural;B;4638
7;Maule;7302;Hualañé;Rural;C;1057
7;Maule;7302;Hualañé;Rural;D;1508
7;Maule;7303;Licantén;Rural;A;1402
7;Maule;7303;Licantén;Rural;B;2863
7;Maule;7303;Licantén;Rural;C;832
7;Maule;7303;Licantén;Rural;D;986
7;Maule;7304;Molina;Mixta;A;8849
7;Maule;7304;Molina;Mixta;B;21675
7;Maule;7304;Molina;Mixta;C;7370
7;Maule;7304;Molina;Mixta;D;10475
7;Maule;7305;Rauco;Rural;A;1787
7;Maule;7305;Rauco;Rural;B;5726
7;Maule;7305;Rauco;Rural;C;1730
7;Maule;7305;Rauco;Rural;D;1924
7;Maule;7306;Romeral;Mixta;A;2619
7;Maule;7306;Romeral;Mixta;B;7663
7;Maule;7306;Romeral;Mixta;C;2976
7;Maule;7306;Romeral;Mixta;D;3340
7;Maule;7307;Sagrada Familia;Rural;A;2712
7;Maule;7307;Sagrada Familia;Rural;B;9726
7;Maule;7307;Sagrada Familia;Rural;C;2813
7;Maule;7307;Sagrada Familia;Rural;D;4343
7;Maule;7308;Teno;Rural;A;4007
7;Maule;7308;Teno;Rural;B;13371
7;Maule;7308;Teno;Rural;C;4662
7;Maule;7308;Teno;Rural;D;5877
7;Maule;7309;Vichuquén;Rural;A;955
7;Maule;7309;Vichuquén;Rural;B;2296
7;Maule;7309;Vichuquén;Rural;C;581
7;Maule;7309;Vichuquén;Rural;D;704
7;Maule;7401;Linares;Urbana;A;17257
7;Maule;7401;Linares;Urbana;B;41252
7;Maule;7401;Linares;Urbana;C;14095
7;Maule;7401;Linares;Urbana;D;17902
7;Maule;7402;Colbún;Rural;A;5895
7;Maule;7402;Colbún;Rural;B;11392
7;Maule;7402;Colbún;Rural;C;3969
7;Maule;7402;Colbún;Rural;D;5199
7;Maule;7403;Longaví;Rural;A;8098
7;Maule;7403;Longaví;Rural;B;15261
7;Maule;7403;Longaví;Rural;C;4893
7;Maule;7403;Longaví;Rural;D;5394
7;Maule;7404;Parral;Mixta;A;9685
7;Maule;7404;Parral;Mixta;B;20705
7;Maule;7404;Parral;Mixta;C;6260
7;Maule;7404;Parral;Mixta;D;6917
7;Maule;7405;Retiro;Rural;A;5571
7;Maule;7405;Retiro;Rural;B;10248
7;Maule;7405;Retiro;Rural;C;3191
7;Maule;7405;Retiro;Rural;D;3310
7;Maule;7406;San Javier;Mixta;A;8778
7;Maule;7406;San Javier;Mixta;B;21101
7;Maule;7406;San Javier;Mixta;C;6628
7;Maule;7406;San Javier;Mixta;D;8545
7;Maule;7407;Villa Alegre;Mixta;A;3507
7;Maule;7407;Villa Alegre;Mixta;B;8795
7;Maule;7407;Villa Alegre;Mixta;C;2708
7;Maule;7407;Villa Alegre;Mixta;D;3334
7;Maule;7408;Yerbas Buenas;Rural;A;4581
7;Maule;7408;Yerbas Buenas;Rural;B;9327
7;Maule;7408;Yerbas Buenas;Rural;C;3123
7;Maule;7408;Yerbas Buenas;Rural;D;3880
8;Biobío;8101;Concepción;Urbana;A;30504
8;Biobío;8101;Concepción;Urbana;B;84715
8;Biobío;8101;Concepción;Urbana;C;34822
8;Biobío;8101;Concepción;Urbana;D;52491
8;Biobío;8102;Coronel;Urbana;A;21635
8;Biobío;8102;Coronel;Urbana;B;40045
8;Biobío;8102;Coronel;Urbana;C;16798
8;Biobío;8102;Coronel;Urbana;D;27291
8;Biobío;8103;Chiguayante;Urbana;A;10998
8;Biobío;8103;Chiguayante;Urbana;B;29651
8;Biobío;8103;Chiguayante;Urbana;C;12458
8;Biobío;8103;Chiguayante;Urbana;D;18863
8;Biobío;8104;Florida;Rural;A;2357
8;Biobío;8104;Florida;Rural;B;4059
8;Biobío;8104;Florida;Rural;C;1430
8;Biobío;8104;Florida;Rural;D;1583
8;Biobío;8105;Hualqui;Mixta;A;5516
8;Biobío;8105;Hualqui;Mixta;B;9513
8;Biobío;8105;Hualqui;Mixta;C;3686
8;Biobío;8105;Hualqui;Mixta;D;5343
8;Biobío;8106;Lota;Mixta;A;8264
8;Biobío;8106;Lota;Mixta;B;19717
8;Biobío;8106;Lota;Mixta;C;6205
8;Biobío;8106;Lota;Mixta;D;10277
8;Biobío;8107;Penco;Mixta;A;8744
8;Biobío;8107;Penco;Mixta;B;19088
8;Biobío;8107;Penco;Mixta;C;7926
8;Biobío;8107;Penco;Mixta;D;11384
8;Biobío;8108;San Pedro de la Paz;Urbana;A;19730
8;Biobío;8108;San Pedro de la Paz;Urbana;B;40609
8;Biobío;8108;San Pedro de la Paz;Urbana;C;18030
8;Biobío;8108;San Pedro de la Paz;Urbana;D;25623
8;Biobío;8109;Santa Juana;Mixta;A;3123
8;Biobío;8109;Santa Juana;Mixta;B;4491
8;Biobío;8109;Santa Juana;Mixta;C;1537
8;Biobío;8109;Santa Juana;Mixta;D;2145
8;Biobío;8110;Talcahuano;Urbana;A;17978
8;Biobío;8110;Talcahuano;Urbana;B;55156
8;Biobío;8110;Talcahuano;Urbana;C;21911
8;Biobío;8110;Talcahuano;Urbana;D;37720
8;Biobío;8111;Tomé;Urbana;A;12347
8;Biobío;8111;Tomé;Urbana;B;24569
8;Biobío;8111;Tomé;Urbana;C;7703
8;Biobío;8111;Tomé;Urbana;D;12537
8;Biobío;8112;Hualpén;Urbana;A;12685
8;Biobío;8112;Hualpén;Urbana;B;35713
8;Biobío;8112;Hualpén;Urbana;C;15435
8;Biobío;8112;Hualpén;Urbana;D;24557
8;Biobío;8201;Lebu;Mixta;A;7562
8;Biobío;8201;Lebu;Mixta;B;10065
8;Biobío;8201;Lebu;Mixta;C;2391
8;Biobío;8201;Lebu;Mixta;D;3512
8;Biobío;8202;Arauco;Rural;A;8800
8;Biobío;8202;Arauco;Rural;B;12278
8;Biobío;8202;Arauco;Rural;C;4794
8;Biobío;8202;Arauco;Rural;D;8237
8;Biobío;8203;Cañete;Rural;A;10143
8;Biobío;8203;Cañete;Rural;B;12331
8;Biobío;8203;Cañete;Rural;C;3489
8;Biobío;8203;Cañete;Rural;D;4706
8;Biobío;8204;Contulmo;Rural;A;1543
8;Biobío;8204;Contulmo;Rural;B;2496
8;Biobío;8204;Contulmo;Rural;C;619
8;Biobío;8204;Contulmo;Rural;D;808
8;Biobío;8205;Curanilahue;Mixta;A;5743
8;Biobío;8205;Curanilahue;Mixta;B;14237
8;Biobío;8205;Curanilahue;Mixta;C;4288
8;Biobío;8205;Curanilahue;Mixta;D;7541
8;Biobío;8206;Los Alamos;Rural;A;6227
8;Biobío;8206;Los Alamos;Rural;B;9288
8;Biobío;8206;Los Alamos;Rural;C;2766
8;Biobío;8206;Los Alamos;Rural;D;4339
8;Biobío;8207;Tirúa;Rural;A;4339
8;Biobío;8207;Tirúa;Rural;B;4255
8;Biobío;8207;Tirúa;Rural;C;1073
8;Biobío;8207;Tirúa;Rural;D;1627
8;Biobío;8301;Los Angeles;Urbana;A;38514
8;Biobío;8301;Los Angeles;Urbana;B;83309
8;Biobío;8301;Los Angeles;Urbana;C;34853
8;Biobío;8301;Los Angeles;Urbana;D;48103
8;Biobío;8302;Antuco;Rural;A;1041
8;Biobío;8302;Antuco;Rural;B;1806
8;Biobío;8302;Antuco;Rural;C;587
8;Biobío;8302;Antuco;Rural;D;1072
8;Biobío;8303;Cabrero;Rural;A;6379
8;Biobío;8303;Cabrero;Rural;B;12048
8;Biobío;8303;Cabrero;Rural;C;5374
8;Biobío;8303;Cabrero;Rural;D;7321
8;Biobío;8304;Laja;Mixta;A;4342
8;Biobío;8304;Laja;Mixta;B;8213
8;Biobío;8304;Laja;Mixta;C;3414
8;Biobío;8304;Laja;Mixta;D;6072
8;Biobío;8305;Mulchén;Mixta;A;6818
8;Biobío;8305;Mulchén;Mixta;B;12616
8;Biobío;8305;Mulchén;Mixta;C;4294
8;Biobío;8305;Mulchén;Mixta;D;6016
8;Biobío;8306;Nacimiento;Mixta;A;4424
8;Biobío;8306;Nacimiento;Mixta;B;8893
8;Biobío;8306;Nacimiento;Mixta;C;3836
8;Biobío;8306;Nacimiento;Mixta;D;6631
8;Biobío;8307;Negrete;Rural;A;2481
8;Biobío;8307;Negrete;Rural;B;4490
8;Biobío;8307;Negrete;Rural;C;1559
8;Biobío;8307;Negrete;Rural;D;2406
8;Biobío;8308;Quilaco;Rural;A;910
8;Biobío;8308;Quilaco;Rural;B;1884
8;Biobío;8308;Quilaco;Rural;C;561
8;Biobío;8308;Quilaco;Rural;D;711
8;Biobío;8309;Quilleco;Rural;A;1996
8;Biobío;8309;Quilleco;Rural;B;4214
8;Biobío;8309;Quilleco;Rural;C;1467
8;Biobío;8309;Quilleco;Rural;D;2281
8;Biobío;8310;San Rosendo;Rural;A;928
8;Biobío;8310;San Rosendo;Rural;B;1589
8;Biobío;8310;San Rosendo;Rural;C;580
8;Biobío;8310;San Rosendo;Rural;D;1035
8;Biobío;8311;Santa Bárbara;Rural;A;3472
8;Biobío;8311;Santa Bárbara;Rural;B;7050
8;Biobío;8311;Santa Bárbara;Rural;C;2234
8;Biobío;8311;Santa Bárbara;Rural;D;2850
8;Biobío;8312;Tucapel;Rural;A;3352
8;Biobío;8312;Tucapel;Rural;B;6901
8;Biobío;8312;Tucapel;Rural;C;2199
8;Biobío;8312;Tucapel;Rural;D;3639
8;Biobío;8313;Yumbel;Mixta;A;4547
8;Biobío;8313;Yumbel;Mixta;B;8722
8;Biobío;8313;Yumbel;Mixta;C;2692
8;Biobío;8313;Yumbel;Mixta;D;3754
8;Biobío;8314;Alto Biobío;Rural;A;2189
8;Biobío;8314;Alto Biobío;Rural;B;2414
8;Biobío;8314;Alto Biobío;Rural;C;703
8;Biobío;8314;Alto Biobío;Rural;D;939
9;La Araucanía;9101;Temuco;Urbana;A;50131
9;La Araucanía;9101;Temuco;Urbana;B;107949
9;La Araucanía;9101;Temuco;Urbana;C;42656
9;La Araucanía;9101;Temuco;Urbana;D;59249
9;La Araucanía;9102;Carahue;Rural;A;7568
9;La Araucanía;9102;Carahue;Rural;B;8284
9;La Araucanía;9102;Carahue;Rural;C;2209
9;La Araucanía;9102;Carahue;Rural;D;2730
9;La Araucanía;9103;Cunco;Rural;A;4045
9;La Araucanía;9103;Cunco;Rural;B;7537
9;La Araucanía;9103;Cunco;Rural;C;2535
9;La Araucanía;9103;Cunco;Rural;D;2480
9;La Araucanía;9104;Curarrehue;Rural;A;3297
9;La Araucanía;9104;Curarrehue;Rural;B;3664
9;La Araucanía;9104;Curarrehue;Rural;C;1223
9;La Araucanía;9104;Curarrehue;Rural;D;1277
9;La Araucanía;9105;Freire;Rural;A;5877
9;La Araucanía;9105;Freire;Rural;B;10373
9;La Araucanía;9105;Freire;Rural;C;3893
9;La Araucanía;9105;Freire;Rural;D;4322
9;La Araucanía;9106;Galvarino;Rural;A;3407
9;La Araucanía;9106;Galvarino;Rural;B;4627
9;La Araucanía;9106;Galvarino;Rural;C;1242
9;La Araucanía;9106;Galvarino;Rural;D;1343
9;La Araucanía;9107;Gorbea;Mixta;A;2672
9;La Araucanía;9107;Gorbea;Mixta;B;5992
9;La Araucanía;9107;Gorbea;Mixta;C;1878
9;La Araucanía;9107;Gorbea;Mixta;D;2071
9;La Araucanía;9108;Lautaro;Mixta;A;10877
9;La Araucanía;9108;Lautaro;Mixta;B;17789
9;La Araucanía;9108;Lautaro;Mixta;C;6771
9;La Araucanía;9108;Lautaro;Mixta;D;8933
9;La Araucanía;9109;Loncoche;Mixta;A;5397
9;La Araucanía;9109;Loncoche;Mixta;B;9335
9;La Araucanía;9109;Loncoche;Mixta;C;2849
9;La Araucanía;9109;Loncoche;Mixta;D;3948
9;La Araucanía;9110;Melipeuco;Rural;A;2383
9;La Araucanía;9110;Melipeuco;Rural;B;3238
9;La Araucanía;9110;Melipeuco;Rural;C;847
9;La Araucanía;9110;Melipeuco;Rural;D;1175
9;La Araucanía;9111;Nueva Imperial;Mixta;A;13443
9;La Araucanía;9111;Nueva Imperial;Mixta;B;16513
9;La Araucanía;9111;Nueva Imperial;Mixta;C;5099
9;La Araucanía;9111;Nueva Imperial;Mixta;D;5975
9;La Araucanía;9112;Padre Las Casas;Mixta;A;19691
9;La Araucanía;9112;Padre Las Casas;Mixta;B;31627
9;La Araucanía;9112;Padre Las Casas;Mixta;C;12614
9;La Araucanía;9112;Padre Las Casas;Mixta;D;14849
9;La Araucanía;9113;Perquenco;Rural;A;1597
9;La Araucanía;9113;Perquenco;Rural;B;2726
9;La Araucanía;9113;Perquenco;Rural;C;1001
9;La Araucanía;9113;Perquenco;Rural;D;1104
9;La Araucanía;9114;Pitrufquén;Mixta;A;6266
9;La Araucanía;9114;Pitrufquén;Mixta;B;12145
9;La Araucanía;9114;Pitrufquén;Mixta;C;3871
9;La Araucanía;9114;Pitrufquén;Mixta;D;4988
9;La Araucanía;9115;Pucón;Rural;A;7387
9;La Araucanía;9115;Pucón;Rural;B;14989
9;La Araucanía;9115;Pucón;Rural;C;6206
9;La Araucanía;9115;Pucón;Rural;D;6792
9;La Araucanía;9116;Saavedra;Rural;A;4856
9;La Araucanía;9116;Saavedra;Rural;B;5255
9;La Araucanía;9116;Saavedra;Rural;C;1260
9;La Araucanía;9116;Saavedra;Rural;D;1298
9;La Araucanía;9117;Teodoro Schmidt;Rural;A;5043
9;La Araucanía;9117;Teodoro Schmidt;Rural;B;6227
9;La Araucanía;9117;Teodoro Schmidt;Rural;C;1630
9;La Araucanía;9117;Teodoro Schmidt;Rural;D;1703
9;La Araucanía;9118;Toltén;Rural;A;2559
9;La Araucanía;9118;Toltén;Rural;B;3887
9;La Araucanía;9118;Toltén;Rural;C;1000
9;La Araucanía;9118;Toltén;Rural;D;1113
9;La Araucanía;9119;Vilcún;Rural;A;6867
9;La Araucanía;9119;Vilcún;Rural;B;11431
9;La Araucanía;9119;Vilcún;Rural;C;4247
9;La Araucanía;9119;Vilcún;Rural;D;4925
9;La Araucanía;9120;Villarrica;Mixta;A;17293
9;La Araucanía;9120;Villarrica;Mixta;B;29260
9;La Araucanía;9120;Villarrica;Mixta;C;10979
9;La Araucanía;9120;Villarrica;Mixta;D;12671
9;La Araucanía;9121;Cholchol;Rural;A;4245
9;La Araucanía;9121;Cholchol;Rural;B;4996
9;La Araucanía;9121;Cholchol;Rural;C;1514
9;La Araucanía;9121;Cholchol;Rural;D;1629
9;La Araucanía;9201;Angol;Urbana;A;11540
9;La Araucanía;9201;Angol;Urbana;B;24477
9;La Araucanía;9201;Angol;Urbana;C;8380
9;La Araucanía;9201;Angol;Urbana;D;11706
9;La Araucanía;9202;Collipulli;Rural;A;4749
9;La Araucanía;9202;Collipulli;Rural;B;7860
9;La Araucanía;9202;Collipulli;Rural;C;2639
9;La Araucanía;9202;Collipulli;Rural;D;3618
9;La Araucanía;9203;Curacautín;Mixta;A;3633
9;La Araucanía;9203;Curacautín;Mixta;B;6216
9;La Araucanía;9203;Curacautín;Mixta;C;1662
9;La Araucanía;9203;Curacautín;Mixta;D;2170
9;La Araucanía;9204;Ercilla;Rural;A;2776
9;La Araucanía;9204;Ercilla;Rural;B;3900
9;La Araucanía;9204;Ercilla;Rural;C;1051
9;La Araucanía;9204;Ercilla;Rural;D;1083
9;La Araucanía;9205;Lonquimay;Rural;A;2946
9;La Araucanía;9205;Lonquimay;Rural;B;3585
9;La Araucanía;9205;Lonquimay;Rural;C;769
9;La Araucanía;9205;Lonquimay;Rural;D;866
9;La Araucanía;9206;Los Sauces;Rural;A;2009
9;La Araucanía;9206;Los Sauces;Rural;B;3525
9;La Araucanía;9206;Los Sauces;Rural;C;1105
9;La Araucanía;9206;Los Sauces;Rural;D;1220
9;La Araucanía;9207;Lumaco;Rural;A;2965
9;La Araucanía;9207;Lumaco;Rural;B;4077
9;La Araucanía;9207;Lumaco;Rural;C;1291
9;La Araucanía;9207;Lumaco;Rural;D;1775
9;La Araucanía;9208;Purén;Rural;A;2884
9;La Araucanía;9208;Purén;Rural;B;3600
9;La Araucanía;9208;Purén;Rural;C;772
9;La Araucanía;9208;Purén;Rural;D;1135
9;La Araucanía;9209;Renaico;Mixta;A;2533
9;La Araucanía;9209;Renaico;Mixta;B;4710
9;La Araucanía;9209;Renaico;Mixta;C;1776
9;La Araucanía;9209;Renaico;Mixta;D;2447
9;La Araucanía;9210;Traiguén;Mixta;A;3688
9;La Araucanía;9210;Traiguén;Mixta;B;6482
9;La Araucanía;9210;Traiguén;Mixta;C;1742
9;La Araucanía;9210;Traiguén;Mixta;D;1911
9;La Araucanía;9211;Victoria;Mixta;A;8939
9;La Araucanía;9211;Victoria;Mixta;B;16440
9;La Araucanía;9211;Victoria;Mixta;C;5862
9;La Araucanía;9211;Victoria;Mixta;D;6502
10;Los Lagos;10101;Puerto Montt;Urbana;A;42689
10;Los Lagos;10101;Puerto Montt;Urbana;B;93491
10;Los Lagos;10101;Puerto Montt;Urbana;C;40034
10;Los Lagos;10101;Puerto Montt;Urbana;D;66889
10;Los Lagos;10102;Calbuco;Mixta;A;11483
10;Los Lagos;10102;Calbuco;Mixta;B;12927
10;Los Lagos;10102;Calbuco;Mixta;C;4352
10;Los Lagos;10102;Calbuco;Mixta;D;9338
10;Los Lagos;10103;Cochamó;Rural;A;676
10;Los Lagos;10103;Cochamó;Rural;B;1001
10;Los Lagos;10103;Cochamó;Rural;C;215
10;Los Lagos;10103;Cochamó;Rural;D;362
10;Los Lagos;10104;Fresia;Rural;A;2546
10;Los Lagos;10104;Fresia;Rural;B;4683
10;Los Lagos;10104;Fresia;Rural;C;1256
10;Los Lagos;10104;Fresia;Rural;D;1657
10;Los Lagos;10105;Frutillar;Rural;A;3522
10;Los Lagos;10105;Frutillar;Rural;B;8653
10;Los Lagos;10105;Frutillar;Rural;C;3577
10;Los Lagos;10105;Frutillar;Rural;D;4591
10;Los Lagos;10106;Los Muermos;Rural;A;5814
10;Los Lagos;10106;Los Muermos;Rural;B;8317
10;Los Lagos;10106;Los Muermos;Rural;C;2367
10;Los Lagos;10106;Los Muermos;Rural;D;3122
10;Los Lagos;10107;Llanquihue;Rural;A;3092
10;Los Lagos;10107;Llanquihue;Rural;B;7372
10;Los Lagos;10107;Llanquihue;Rural;C;3259
10;Los Lagos;10107;Llanquihue;Rural;D;4888
10;Los Lagos;10108;Maullín;Rural;A;3997
10;Los Lagos;10108;Maullín;Rural;B;5771
10;Los Lagos;10108;Maullín;Rural;C;1581
10;Los Lagos;10108;Maullín;Rural;D;2527
10;Los Lagos;10109;Puerto Varas;Mixta;A;6956
10;Los Lagos;10109;Puerto Varas;Mixta;B;18237
10;Los Lagos;10109;Puerto Varas;Mixta;C;7966
10;Los Lagos;10109;Puerto Varas;Mixta;D;11108
10;Los Lagos;10201;Castro;Mixta;A;9196
10;Los Lagos;10201;Castro;Mixta;B;19950
10;Los Lagos;10201;Castro;Mixta;C;8091
10;Los Lagos;10201;Castro;Mixta;D;11308
10;Los Lagos;10202;Ancud;Mixta;A;9565
10;Los Lagos;10202;Ancud;Mixta;B;17933
10;Los Lagos;10202;Ancud;Mixta;C;5735
10;Los Lagos;10202;Ancud;Mixta;D;8548
10;Los Lagos;10203;Chonchi;Rural;A;3807
10;Los Lagos;10203;Chonchi;Rural;B;6171
10;Los Lagos;10203;Chonchi;Rural;C;2150
10;Los Lagos;10203;Chonchi;Rural;D;3830
10;Los Lagos;10204;Curaco de Vélez;Rural;A;844
10;Los Lagos;10204;Curaco de Vélez;Rural;B;1596
10;Los Lagos;10204;Curaco de Vélez;Rural;C;562
10;Los Lagos;10204;Curaco de Vélez;Rural;D;864
10;Los Lagos;10205;Dalcahue;Rural;A;4387
10;Los Lagos;10205;Dalcahue;Rural;B;6266
10;Los Lagos;10205;Dalcahue;Rural;C;2390
10;Los Lagos;10205;Dalcahue;Rural;D;3059
10;Los Lagos;10206;Puqueldón;Rural;A;890
10;Los Lagos;10206;Puqueldón;Rural;B;1501
10;Los Lagos;10206;Puqueldón;Rural;C;450
10;Los Lagos;10206;Puqueldón;Rural;D;873
10;Los Lagos;10207;Queilén;Rural;A;1258
10;Los Lagos;10207;Queilén;Rural;B;1786
10;Los Lagos;10207;Queilén;Rural;C;487
10;Los Lagos;10207;Queilén;Rural;D;841
10;Los Lagos;10208;Quellón;Mixta;A;8915
10;Los Lagos;10208;Quellón;Mixta;B;9595
10;Los Lagos;10208;Quellón;Mixta;C;4009
10;Los Lagos;10208;Quellón;Mixta;D;8486
10;Los Lagos;10209;Quemchi;Rural;A;2350
10;Los Lagos;10209;Quemchi;Rural;B;3416
10;Los Lagos;10209;Quemchi;Rural;C;884
10;Los Lagos;10209;Quemchi;Rural;D;2204
10;Los Lagos;10210;Quinchao;Rural;A;1977
10;Los Lagos;10210;Quinchao;Rural;B;2761
10;Los Lagos;10210;Quinchao;Rural;C;829
10;Los Lagos;10210;Quinchao;Rural;D;1402
10;Los Lagos;10301;Osorno;Urbana;A;28980
10;Los Lagos;10301;Osorno;Urbana;B;66877
10;Los Lagos;10301;Osorno;Urbana;C;25254
10;Los Lagos;10301;Osorno;Urbana;D;34389
10;Los Lagos;10302;Puerto Octay;Rural;A;1586
10;Los Lagos;10302;Puerto Octay;Rural;B;3429
10;Los Lagos;10302;Puerto Octay;Rural;C;1218
10;Los Lagos;10302;Puerto Octay;Rural;D;1851
10;Los Lagos;10303;Purranque;Rural;A;3993
10;Los Lagos;10303;Purranque;Rural;B;10089
10;Los Lagos;10303;Purranque;Rural;C;3333
10;Los Lagos;10303;Purranque;Rural;D;4284
10;Los Lagos;10304;Puyehue;Rural;A;2565
10;Los Lagos;10304;Puyehue;Rural;B;5779
10;Los Lagos;10304;Puyehue;Rural;C;2321
10;Los Lagos;10304;Puyehue;Rural;D;2712
10;Los Lagos;10305;Río Negro;Rural;A;2953
10;Los Lagos;10305;Río Negro;Rural;B;6571
10;Los Lagos;10305;Río Negro;Rural;C;2021
10;Los Lagos;10305;Río Negro;Rural;D;2578
10;Los Lagos;10306;San Juan de la Costa;Rural;A;3419
10;Los Lagos;10306;San Juan de la Costa;Rural;B;3887
10;Los Lagos;10306;San Juan de la Costa;Rural;C;889
10;Los Lagos;10306;San Juan de la Costa;Rural;D;1192
10;Los Lagos;10307;San Pablo;Rural;A;2213
10;Los Lagos;10307;San Pablo;Rural;B;4873
10;Los Lagos;10307;San Pablo;Rural;C;1631
10;Los Lagos;10307;San Pablo;Rural;D;2022
10;Los Lagos;10401;Chaitén;Rural;A;465
10;Los Lagos;10401;Chaitén;Rural;B;870
10;Los Lagos;10401;Chaitén;Rural;C;262
10;Los Lagos;10401;Chaitén;Rural;D;478
10;Los Lagos;10402;Futaleufú;Rural;A;562
10;Los Lagos;10402;Futaleufú;Rural;B;726
10;Los Lagos;10402;Futaleufú;Rural;C;257
10;Los Lagos;10402;Futaleufú;Rural;D;304
10;Los Lagos;10403;Hualaihué;Rural;A;2470
10;Los Lagos;10403;Hualaihué;Rural;B;2543
10;Los Lagos;10403;Hualaihué;Rural;C;924
10;Los Lagos;10403;Hualaihué;Rural;D;1707
10;Los Lagos;10404;Palena;Rural;A;262
10;Los Lagos;10404;Palena;Rural;B;569
10;Los Lagos;10404;Palena;Rural;C;196
10;Los Lagos;10404;Palena;Rural;D;235
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;A;9274
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;B;20921
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;C;8764
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;D;12340
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;A;34
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;B;95
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;C;35
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;D;55
11;Aysén del General Carlos Ibáñez del Campo;11201;Aysén;Rural;A;4642
11;Aysén del General Carlos Ibáñez del Campo;11201;Aysén;Rural;B;6741
11;Aysén del General Carlos Ibáñez del Campo;11201;Aysén;Rural;C;2589
11;Aysén del General Carlos Ibáñez del Campo;11201;Aysén;Rural;D;5087
11;Aysén del General Carlos Ibáñez del Campo;11202;Cisnes;Rural;A;913
11;Aysén del General Carlos Ibáñez del Campo;11202;Cisnes;Rural;B;1659
11;Aysén del General Carlos Ibáñez del Campo;11202;Cisnes;Rural;C;640
11;Aysén del General Carlos Ibáñez del Campo;11202;Cisnes;Rural;D;1201
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;A;93
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;B;165
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;C;53
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;D;68
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;A;733
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;B;1504
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;C;469
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;D;846
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;A;26
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;B;40
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;C;21
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;D;33
11;Aysén del General Carlos Ibáñez del Campo;11303;Tortel;Rural;A;25
11;Aysén del General Carlos Ibáñez del Campo;11303;Tortel;Rural;B;24
