codigo_region;nombre_region;codigo_comuna;nombre_comuna;clasificacion;sexo;tramo_fonasa;beneficiarios
5;Valparaíso;5401;La Ligua;Mixta;Hombre;C;3245
13;Metropolitana de Santiago;13112;La Pintana;Urbana;Hombre;C;13901
13;Metropolitana de Santiago;13113;La Reina;Urbana;Hombre;C;3525
4;Coquimbo;4101;La Serena;Urbana;Hombre;C;20156
14;Los Ríos;14201;La Unión;Rural;Hombre;C;2893
14;Los Ríos;14203;Lago Ranco;Rural;Hombre;C;918
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;Hombre;C;22
8;Biobío;8304;Laja;Mixta;Hombre;C;1770
13;Metropolitana de Santiago;13302;Lampa;Urbana;Hombre;C;7532
14;Los Ríos;14103;Lanco;Mixta;Hombre;C;1187
6;Libertador General Bernardo O'Higgins;6107;Las Cabras;Rural;Hombre;C;2010
13;Metropolitana de Santiago;13114;Las Condes;Urbana;Hombre;C;6545
9;La Araucanía;9108;Lautaro;Mixta;Hombre;C;3630
8;Biobío;8201;Lebu;Mixta;Hombre;C;1333
7;Maule;7303;Licantén;Rural;Hombre;C;438
5;Valparaíso;5802;Limache;Mixta;Hombre;C;3197
7;Maule;7401;Linares;Urbana;Hombre;C;7362
6;Libertador General Bernardo O'Higgins;6203;Litueche;Rural;Hombre;C;455
5;Valparaíso;5703;Llaillay;Mixta;Hombre;C;1676
10;Los Lagos;10107;Llanquihue;Rural;Hombre;C;1751
13;Metropolitana de Santiago;13115;Lo Barnechea;Urbana;Hombre;C;3364
13;Metropolitana de Santiago;13116;Lo Espejo;Urbana;Hombre;C;8761
13;Metropolitana de Santiago;13117;Lo Prado;Urbana;Hombre;C;10731
6;Libertador General Bernardo O'Higgins;6304;Lolol;Rural;Hombre;C;488
9;La Araucanía;9109;Loncoche;Mixta;Hombre;C;1562
7;Maule;7403;Longaví;Rural;Hombre;C;2708
9;La Araucanía;9205;Lonquimay;Rural;Hombre;C;464
5;Valparaíso;5301;Los Andes;Urbana;Hombre;C;4907
14;Los Ríos;14104;Los Lagos;Rural;Hombre;C;1804
10;Los Lagos;10106;Los Muermos;Rural;Hombre;C;1352
9;La Araucanía;9206;Los Sauces;Rural;Hombre;C;648
4;Coquimbo;4203;Los Vilos;Rural;Hombre;C;1149
8;Biobío;8206;Los Alamos;Rural;Hombre;C;1569
8;Biobío;8301;Los Angeles;Urbana;Hombre;C;18180
8;Biobío;8106;Lota;Mixta;Hombre;C;3400
9;La Araucanía;9207;Lumaco;Rural;Hombre;C;783
6;Libertador General Bernardo O'Higgins;6108;Machalí;Urbana;Hombre;C;2993
13;Metropolitana de Santiago;13118;Macul;Urbana;Hombre;C;10353
13;Metropolitana de Santiago;13119;Maipú;Urbana;Hombre;C;31714
6;Libertador General Bernardo O'Higgins;6109;Malloa;Rural;Hombre;C;1167
6;Libertador General Bernardo O'Higgins;6204;Marchihue;Rural;Hombre;C;588
14;Los Ríos;14106;Mariquina;Rural;Hombre;C;1768
2;Antofagasta;2302;María Elena;Rural;Hombre;C;245
13;Metropolitana de Santiago;13504;María Pinto;Rural;Hombre;C;1265
7;Maule;7105;Maule;Mixta;Hombre;C;2928
10;Los Lagos;10108;Maullín;Rural;Hombre;C;834
2;Antofagasta;2102;Mejillones;Rural;Hombre;C;838
9;La Araucanía;9110;Melipeuco;Rural;Hombre;C;496
13;Metropolitana de Santiago;13501;Melipilla;Urbana;Hombre;C;10393
7;Maule;7304;Molina;Mixta;Hombre;C;3808
4;Coquimbo;4303;Monte Patria;Rural;Hombre;C;2350
6;Libertador General Bernardo O'Higgins;6110;Mostazal;Mixta;Hombre;C;2453
8;Biobío;8305;Mulchén;Mixta;Hombre;C;2411
14;Los Ríos;14105;Máfil;Mixta;Hombre;C;753
8;Biobío;8306;Nacimiento;Mixta;Hombre;C;1946
6;Libertador General Bernardo O'Higgins;6305;Nancagua;Mixta;Hombre;C;1300
12;Magallanes y de la Antártica Chilena;12401;Natales;Rural;Hombre;C;2016
6;Libertador General Bernardo O'Higgins;6205;Navidad;Rural;Hombre;C;611
8;Biobío;8307;Negrete;Rural;Hombre;C;857
16;Ñuble;16204;Ninhue;Rural;Hombre;C;417
5;Valparaíso;5506;Nogales;Rural;Hombre;C;1991
9;La Araucanía;9111;Nueva Imperial;Mixta;Hombre;C;2909
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;Hombre;C;14
6;Libertador General Bernardo O'Higgins;6111;Olivar;Mixta;Hombre;C;1254
2;Antofagasta;2202;Ollagüe;Rural;Hombre;C;9
5;Valparaíso;5803;Olmué;Rural;Hombre;C;1634
10;Los Lagos;10301;Osorno;Urbana;Hombre;C;13307
4;Coquimbo;4301;Ovalle;Urbana;Hombre;C;9426
13;Metropolitana de Santiago;13604;Padre Hurtado;Urbana;Hombre;C;5461
9;La Araucanía;9112;Padre Las Casas;Mixta;Hombre;C;6993
4;Coquimbo;4105;Paiguano;Rural;Hombre;C;265
14;Los Ríos;14107;Paillaco;Rural;Hombre;C;1739
13;Metropolitana de Santiago;13404;Paine;Mixta;Hombre;C;6362
10;Los Lagos;10404;Palena;Rural;Hombre;C;115
6;Libertador General Bernardo O'Higgins;6306;Palmilla;Rural;Hombre;C;1056
14;Los Ríos;14108;Panguipulli;Rural;Hombre;C;3438
5;Valparaíso;5704;Panquehue;Rural;Hombre;C;751
5;Valparaíso;5403;Papudo;Rural;Hombre;C;790
6;Libertador General Bernardo O'Higgins;6206;Paredones;Rural;Hombre;C;519
7;Maule;7404;Parral;Mixta;Hombre;C;3460
13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;Urbana;Hombre;C;9525
7;Maule;7106;Pelarco;Rural;Hombre;C;1001
7;Maule;7203;Pelluhue;Rural;Hombre;C;434
16;Ñuble;16105;Pemuco;Rural;Hombre;C;694
7;Maule;7107;Pencahue;Rural;Hombre;C;794
8;Biobío;8107;Penco;Mixta;Hombre;C;4182
6;Libertador General Bernardo O'Higgins;6307;Peralillo;Rural;Hombre;C;1249
9;La Araucanía;9113;Perquenco;Rural;Hombre;C;586
5;Valparaíso;5404;Petorca;Rural;Hombre;C;887
6;Libertador General Bernardo O'Higgins;6112;Peumo;Mixta;Hombre;C;868
13;Metropolitana de Santiago;13605;Peñaflor;Urbana;Hombre;C;7621
13;Metropolitana de Santiago;13122;Peñalolén;Urbana;Hombre;C;17864
1;Tarapacá;1405;Pica;Rural;Hombre;C;506
6;Libertador General Bernardo O'Higgins;6113;Pichidegua;Rural;Hombre;C;1347
6;Libertador General Bernardo O'Higgins;6201;Pichilemu;Rural;Hombre;C;1069
16;Ñuble;16106;Pinto;Rural;Hombre;C;995
13;Metropolitana de Santiago;13202;Pirque;Rural;Hombre;C;2425
9;La Araucanía;9114;Pitrufquén;Mixta;Hombre;C;2054
6;Libertador General Bernardo O'Higgins;6308;Placilla;Rural;Hombre;C;834
16;Ñuble;16205;Portezuelo;Rural;Hombre;C;395
12;Magallanes y de la Antártica Chilena;12301;Porvenir;Rural;Hombre;C;445
1;Tarapacá;1401;Pozo Almonte;Rural;Hombre;C;1546
12;Magallanes y de la Antártica Chilena;12302;Primavera;Rural;Hombre;C;9
13;Metropolitana de Santiago;13123;Providencia;Urbana;Hombre;C;5373
5;Valparaíso;5105;Puchuncaví;Mixta;Hombre;C;1901
9;La Araucanía;9115;Pucón;Rural;Hombre;C;3200
13;Metropolitana de Santiago;13124;Pudahuel;Urbana;Hombre;C;18657
13;Metropolitana de Santiago;13201;Puente Alto;Urbana;Hombre;C;39630
10;Los Lagos;10101;Puerto Montt;Urbana;Hombre;C;20351
10;Los Lagos;10302;Puerto Octay;Rural;Hombre;C;732
10;Los Lagos;10109;Puerto Varas;Mixta;Hombre;C;3985
6;Libertador General Bernardo O'Higgins;6309;Pumanque;Rural;Hombre;C;315
4;Coquimbo;4304;Punitaqui;Rural;Hombre;C;877
12;Magallanes y de la Antártica Chilena;12101;Punta Arenas;Urbana;Hombre;C;9229
10;Los Lagos;10206;Puqueldón;Rural;Hombre;C;305
10;Los Lagos;10303;Purranque;Rural;Hombre;C;1830
9;La Araucanía;9208;Purén;Rural;Hombre;C;484
5;Valparaíso;5705;Putaendo;Mixta;Hombre;C;1289
15;Arica y Parinacota;15201;Putre;Rural;Hombre;C;55
10;Los Lagos;10304;Puyehue;Rural;Hombre;C;1276
10;Los Lagos;10207;Queilén;Rural;Hombre;C;285
10;Los Lagos;10208;Quellón;Mixta;Hombre;C;2160
10;Los Lagos;10209;Quemchi;Rural;Hombre;C;506
8;Biobío;8308;Quilaco;Rural;Hombre;C;335
13;Metropolitana de Santiago;13125;Quilicura;Urbana;Hombre;C;16513
8;Biobío;8309;Quilleco;Rural;Hombre;C;821
5;Valparaíso;5501;Quillota;Urbana;Hombre;C;7899
16;Ñuble;16107;Quillón;Mixta;Hombre;C;1466
5;Valparaíso;5801;Quilpué;Urbana;Hombre;C;11865
10;Los Lagos;10210;Quinchao;Rural;Hombre;C;491
6;Libertador General Bernardo O'Higgins;6114;Quinta de Tilcoco;Mixta;Hombre;C;1059
13;Metropolitana de Santiago;13126;Quinta Normal;Urbana;Hombre;C;10191
5;Valparaíso;5107;Quintero;Mixta;Hombre;C;2051
16;Ñuble;16201;Quirihue;Mixta;Hombre;C;677
6;Libertador General Bernardo O'Higgins;6101;Rancagua;Urbana;Hombre;C;20043
16;Ñuble;16206;Ranquil;Rural;Hombre;C;439
7;Maule;7305;Rauco;Rural;Hombre;C;948
13;Metropolitana de Santiago;13127;Recoleta;Urbana;Hombre;C;13199
9;La Araucanía;9209;Renaico;Mixta;Hombre;C;980
13;Metropolitana de Santiago;13128;Renca;Urbana;Hombre;C;12508
6;Libertador General Bernardo O'Higgins;6115;Rengo;Urbana;Hombre;C;5013
6;Libertador General Bernardo O'Higgins;6116;Requínoa;Mixta;Hombre;C;2573
7;Maule;7405;Retiro;Rural;Hombre;C;1821
5;Valparaíso;5303;Rinconada;Rural;Hombre;C;856
7;Maule;7306;Romeral;Mixta;Hombre;C;1523
14;Los Ríos;14204;Río Bueno;Mixta;Hombre;C;2451
7;Maule;7108;Río Claro;Rural;Hombre;C;1211
4;Coquimbo;4305;Río Hurtado;Rural;Hombre;C;306
11;Aysén del General Carlos Ibáñez del Campo;11402;Río Ibáñez;Rural;Hombre;C;77
10;Los Lagos;10305;Río Negro;Rural;Hombre;C;1137
12;Magallanes y de la Antártica Chilena;12103;Río Verde;Rural;Hombre;C;3
9;La Araucanía;9116;Saavedra;Rural;Hombre;C;758
7;Maule;7307;Sagrada Familia;Rural;Hombre;C;1429
4;Coquimbo;4204;Salamanca;Rural;Hombre;C;1549
5;Valparaíso;5601;San Antonio;Urbana;Hombre;C;7751
13;Metropolitana de Santiago;13401;San Bernardo;Urbana;Hombre;C;23835
16;Ñuble;16301;San Carlos;Mixta;Hombre;C;3992
7;Maule;7109;San Clemente;Rural;Hombre;C;3572
5;Valparaíso;5304;San Esteban;Mixta;Hombre;C;1540
16;Ñuble;16304;San Fabián;Rural;Hombre;C;416
5;Valparaíso;5701;San Felipe;Urbana;Hombre;C;5858
6;Libertador General Bernardo O'Higgins;6301;San Fernando;Urbana;Hombre;C;6949
12;Magallanes y de la Antártica Chilena;12104;San Gregorio;Rural;Hombre;C;13
16;Ñuble;16108;San Ignacio;Rural;Hombre;C;1295
7;Maule;7406;San Javier;Mixta;Hombre;C;3547
13;Metropolitana de Santiago;13129;San Joaquín;Urbana;Hombre;C;8386
13;Metropolitana de Santiago;13203;San José de Maipo;Rural;Hombre;C;1010
10;Los Lagos;10306;San Juan de la Costa;Rural;Hombre;C;531
13;Metropolitana de Santiago;13130;San Miguel;Urbana;Hombre;C;8731
16;Ñuble;16305;San Nicolás;Rural;Hombre;C;1264
10;Los Lagos;10307;San Pablo;Rural;Hombre;C;914
13;Metropolitana de Santiago;13505;San Pedro;Rural;Hombre;C;838
2;Antofagasta;2203;San Pedro de Atacama;Rural;Hombre;C;943
8;Biobío;8108;San Pedro de la Paz;Urbana;Hombre;C;9317
7;Maule;7110;San Rafael;Rural;Hombre;C;1040
13;Metropolitana de Santiago;13131;San Ramón;Urbana;Hombre;C;7029
8;Biobío;8310;San Rosendo;Rural;Hombre;C;316
6;Libertador General Bernardo O'Higgins;6117;San Vicente;Mixta;Hombre;C;3950
8;Biobío;8311;Santa Bárbara;Rural;Hombre;C;1265
6;Libertador General Bernardo O'Higgins;6310;Santa Cruz;Mixta;Hombre;C;3538
8;Biobío;8109;Santa Juana;Mixta;Hombre;C;808
5;Valparaíso;5706;Santa María;Mixta;Hombre;C;1301
13;Metropolitana de Santiago;13101;Santiago;Urbana;Hombre;C;32809
5;Valparaíso;5606;Santo Domingo;Rural;Hombre;C;1121
2;Antofagasta;2103;Sierra Gorda;Rural;Hombre;C;54
13;Metropolitana de Santiago;13601;Talagante;Urbana;Hombre;C;5706
7;Maule;7101;Talca;Urbana;Hombre;C;19301
8;Biobío;8110;Talcahuano;Urbana;Hombre;C;11288
2;Antofagasta;2104;Taltal;Rural;Hombre;C;792
9;La Araucanía;9101;Temuco;Urbana;Hombre;C;22585
7;Maule;7308;Teno;Rural;Hombre;C;2540
9;La Araucanía;9117;Teodoro Schmidt;Rural;Hombre;C;940
3;Atacama;3103;Tierra Amarilla;Rural;Hombre;C;1477
13;Metropolitana de Santiago;13303;Tiltil;Rural;Hombre;C;1504
8;Biobío;8207;Tirúa;Rural;Hombre;C;644
2;Antofagasta;2301;Tocopilla;Rural;Hombre;C;1140
9;La Araucanía;9118;Toltén;Rural;Hombre;C;558
8;Biobío;8111;Tomé;Urbana;Hombre;C;4089
12;Magallanes y de la Antártica Chilena;12402;Torres del Paine;Rural;Hombre;C;6
11;Aysén del General Carlos Ibáñez del Campo;11303;Tortel;Rural;Hombre;C;16
9;La Araucanía;9210;Traiguén;Mixta;Hombre;C;991
16;Ñuble;16207;Treguaco;Rural;Hombre;C;503
8;Biobío;8312;Tucapel;Rural;Hombre;C;1188
14;Los Ríos;14101;Valdivia;Urbana;Hombre;C;12375
3;Atacama;3301;Vallenar;Mixta;Hombre;C;4179
5;Valparaíso;5101;Valparaíso;Urbana;Hombre;C;24552
7;Maule;7309;Vichuquén;Rural;Hombre;C;319
9;La Araucanía;9211;Victoria;Mixta;Hombre;C;3210
4;Coquimbo;4106;Vicuña;Rural;Hombre;C;1655
9;La Araucanía;9119;Vilcún;Rural;Hombre;C;2383
7;Maule;7407;Villa Alegre;Mixta;Hombre;C;1482
5;Valparaíso;5804;Villa Alemana;Urbana;Hombre;C;10003
9;La Araucanía;9120;Villarrica;Mixta;Hombre;C;5769
13;Metropolitana de Santiago;13132;Vitacura;Urbana;Hombre;C;1096
5;Valparaíso;5109;Viña del Mar;Urbana;Hombre;C;25430
7;Maule;7408;Yerbas Buenas;Rural;Hombre;C;1748
8;Biobío;8313;Yumbel;Mixta;Hombre;C;1460
16;Ñuble;16109;Yungay;Mixta;Hombre;C;1122
5;Valparaíso;5405;Zapallar;Rural;Hombre;C;902
16;Ñuble;16303;Ñiquén;Rural;Hombre;C;769
13;Metropolitana de Santiago;13120;Ñuñoa;Urbana;Hombre;C;8127
5;Valparaíso;5602;Algarrobo;Mixta;Hombre;D;1747
13;Metropolitana de Santiago;13502;Alhué;Rural;Hombre;D;1370
8;Biobío;8314;Alto Biobío;Rural;Hombre;D;626
3;Atacama;3302;Alto del Carmen;Rural;Hombre;D;698
1;Tarapacá;1107;Alto Hospicio;Urbana;Hombre;D;14553
10;Los Lagos;10202;Ancud;Mixta;Hombre;D;4777
4;Coquimbo;4103;Andacollo;Rural;Hombre;D;1217
9;La Araucanía;9201;Angol;Urbana;Hombre;D;6885
2;Antofagasta;2101;Antofagasta;Urbana;Hombre;D;60072
8;Biobío;8302;Antuco;Rural;Hombre;D;693
12;Magallanes y de la Antártica Chilena;12202;Antártica;NA;Hombre;D;13
8;Biobío;8202;Arauco;Rural;Hombre;D;5102
15;Arica y Parinacota;15101;Arica;Urbana;Hombre;D;27534
11;Aysén del General Carlos Ibáñez del Campo;11201;Aysén;Rural;Hombre;D;3044
13;Metropolitana de Santiago;13402;Buin;Urbana;Hombre;D;13660
16;Ñuble;16102;Bulnes;Rural;Hombre;D;2186
5;Valparaíso;5402;Cabildo;Mixta;Hombre;D;2295
12;Magallanes y de la Antártica Chilena;12201;Cabo de Hornos;Rural;Hombre;D;89
8;Biobío;8303;Cabrero;Rural;Hombre;D;4628
2;Antofagasta;2201;Calama;Urbana;Hombre;D;31477
10;Los Lagos;10102;Calbuco;Mixta;Hombre;D;5569
3;Atacama;3102;Caldera;Rural;Hombre;D;3184
5;Valparaíso;5502;Calera;Urbana;Hombre;D;6436
13;Metropolitana de Santiago;13403;Calera de Tango;Mixta;Hombre;D;2706
5;Valparaíso;5302;Calle Larga;Mixta;Hombre;D;2266
15;Arica y Parinacota;15102;Camarones;Rural;Hombre;D;39
1;Tarapacá;1402;Camiña;Rural;Hombre;D;58
4;Coquimbo;4202;Canela;Rural;Hombre;D;1288
9;La Araucanía;9102;Carahue;Rural;Hombre;D;1566
5;Valparaíso;5603;Cartagena;Mixta;Hombre;D;2664
5;Valparaíso;5102;Casablanca;Mixta;Hombre;D;3827
10;Los Lagos;10201;Castro;Mixta;Hombre;D;6153
5;Valparaíso;5702;Catemu;Rural;Hombre;D;2342
7;Maule;7201;Cauquenes;Rural;Hombre;D;3521
8;Biobío;8203;Cañete;Rural;Hombre;D;2869
13;Metropolitana de Santiago;13102;Cerrillos;Urbana;Hombre;D;9022
13;Metropolitana de Santiago;13103;Cerro Navia;Urbana;Hombre;D;17023
10;Los Lagos;10401;Chaitén;Rural;Hombre;D;310
7;Maule;7202;Chanco;Rural;Hombre;D;447
3;Atacama;3201;Chañaral;Rural;Hombre;D;2255
8;Biobío;8103;Chiguayante;Urbana;Hombre;D;10723
11;Aysén del General Carlos Ibáñez del Campo;11401;Chile Chico;Rural;Hombre;D;615
16;Ñuble;16101;Chillán;Urbana;Hombre;D;21512
16;Ñuble;16103;Chillán Viejo;Mixta;Hombre;D;4313
6;Libertador General Bernardo O'Higgins;6303;Chimbarongo;Rural;Hombre;D;3138
9;La Araucanía;9121;Cholchol;Rural;Hombre;D;936
10;Los Lagos;10203;Chonchi;Rural;Hombre;D;2036
6;Libertador General Bernardo O'Higgins;6302;Chépica;Mixta;Hombre;D;1281
11;Aysén del General Carlos Ibáñez del Campo;11202;Cisnes;Rural;Hombre;D;775
16;Ñuble;16202;Cobquecura;Rural;Hombre;D;432
10;Los Lagos;10103;Cochamó;Rural;Hombre;D;246
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;Hombre;D;481
6;Libertador General Bernardo O'Higgins;6102;Codegua;Mixta;Hombre;D;2728
16;Ñuble;16203;Coelemu;Rural;Hombre;D;1389
16;Ñuble;16302;Coihueco;Rural;Hombre;D;2614
6;Libertador General Bernardo O'Higgins;6103;Coinco;Rural;Hombre;D;514
7;Maule;7402;Colbún;Rural;Hombre;D;3254
1;Tarapacá;1403;Colchane;Rural;Hombre;D;103
13;Metropolitana de Santiago;13301;Colina;Urbana;Hombre;D;15912
9;La Araucanía;9202;Collipulli;Rural;Hombre;D;2271
6;Libertador General Bernardo O'Higgins;6104;Coltauco;Mixta;Hombre;D;2603
4;Coquimbo;4302;Combarbalá;Rural;Hombre;D;1276
8;Biobío;8101;Concepción;Urbana;Hombre;D;28550
13;Metropolitana de Santiago;13104;Conchalí;Urbana;Hombre;D;17551
5;Valparaíso;5103;Concón;Mixta;Hombre;D;5730
7;Maule;7102;Constitución;Mixta;Hombre;D;5836
8;Biobío;8204;Contulmo;Rural;Hombre;D;492
3;Atacama;3101;Copiapó;Urbana;Hombre;D;26926
4;Coquimbo;4102;Coquimbo;Urbana;Hombre;D;33391
8;Biobío;8102;Coronel;Urbana;Hombre;D;16562
14;Los Ríos;14102;Corral;Rural;Hombre;D;519
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;Hombre;D;6640
9;La Araucanía;9103;Cunco;Rural;Hombre;D;1428
9;La Araucanía;9203;Curacautín;Mixta;Hombre;D;1227
13;Metropolitana de Santiago;13503;Curacaví;Mixta;Hombre;D;3102
10;Los Lagos;10204;Curaco de Vélez;Rural;Hombre;D;487
8;Biobío;8205;Curanilahue;Mixta;Hombre;D;4879
9;La Araucanía;9104;Curarrehue;Rural;Hombre;D;727
7;Maule;7103;Curepto;Rural;Hombre;D;705
7;Maule;7301;Curicó;Urbana;Hombre;D;18644
10;Los Lagos;10205;Dalcahue;Rural;Hombre;D;1734
3;Atacama;3202;Diego de Almagro;Rural;Hombre;D;2555
6;Libertador General Bernardo O'Higgins;6105;Doñihue;Mixta;Hombre;D;3873
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Hombre;D;22936
16;Ñuble;16104;El Carmen;Rural;Hombre;D;724
13;Metropolitana de Santiago;13602;El Monte;Mixta;Hombre;D;4706
5;Valparaíso;5604;El Quisco;Mixta;Hombre;D;1794
5;Valparaíso;5605;El Tabo;Mixta;Hombre;D;1460
7;Maule;7104;Empedrado;Rural;Hombre;D;379
9;La Araucanía;9204;Ercilla;Rural;Hombre;D;654
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Hombre;D;18504
8;Biobío;8104;Florida;Rural;Hombre;D;994
9;La Araucanía;9105;Freire;Rural;Hombre;D;2612
3;Atacama;3303;Freirina;Rural;Hombre;D;1398
10;Los Lagos;10104;Fresia;Rural;Hombre;D;952
10;Los Lagos;10105;Frutillar;Rural;Hombre;D;2588
10;Los Lagos;10402;Futaleufú;Rural;Hombre;D;167
14;Los Ríos;14202;Futrono;Rural;Hombre;D;1892
9;La Araucanía;9106;Galvarino;Rural;Hombre;D;771
15;Arica y Parinacota;15202;General Lagos;Rural;Hombre;D;33
9;La Araucanía;9107;Gorbea;Mixta;Hombre;D;1188
6;Libertador General Bernardo O'Higgins;6106;Graneros;Mixta;Hombre;D;2948
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;Hombre;D;42
5;Valparaíso;5503;Hijuelas;Mixta;Hombre;D;2728
10;Los Lagos;10403;Hualaihué;Rural;Hombre;D;1122
7;Maule;7302;Hualañé;Rural;Hombre;D;839
8;Biobío;8112;Hualpén;Urbana;Hombre;D;14120
8;Biobío;8105;Hualqui;Mixta;Hombre;D;3348
1;Tarapacá;1404;Huara;Rural;Hombre;D;288
3;Atacama;3304;Huasco;Rural;Hombre;D;1724
13;Metropolitana de Santiago;13107;Huechuraba;Urbana;Hombre;D;10209
4;Coquimbo;4201;Illapel;Rural;Hombre;D;4729
13;Metropolitana de Santiago;13108;Independencia;Urbana;Hombre;D;14557
1;Tarapacá;1101;Iquique;Urbana;Hombre;D;27744
13;Metropolitana de Santiago;13603;Isla de Maipo;Mixta;Hombre;D;4594
5;Valparaíso;5201;Isla de Pascua;Rural;Hombre;D;540
5;Valparaíso;5104;Juan Fernández;Rural;Hombre;D;67
13;Metropolitana de Santiago;13109;La Cisterna;Urbana;Hombre;D;10906
5;Valparaíso;5504;La Cruz;Mixta;Hombre;D;3123
6;Libertador General Bernardo O'Higgins;6202;La Estrella;Rural;Hombre;D;482
13;Metropolitana de Santiago;13110;La Florida;Urbana;Hombre;D;50430
13;Metropolitana de Santiago;13111;La Granja;Urbana;Hombre;D;19315
4;Coquimbo;4104;La Higuera;Rural;Hombre;D;260
5;Valparaíso;5401;La Ligua;Mixta;Hombre;D;4089
13;Metropolitana de Santiago;13112;La Pintana;Urbana;Hombre;D;19845
13;Metropolitana de Santiago;13113;La Reina;Urbana;Hombre;D;6240
4;Coquimbo;4101;La Serena;Urbana;Hombre;D;35261
14;Los Ríos;14201;La Unión;Rural;Hombre;D;4389
14;Los Ríos;14203;Lago Ranco;Rural;Hombre;D;1301
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;Hombre;D;38
12;Magallanes y de la Antártica Chilena;12102;Laguna Blanca;Rural;Hombre;D;12
8;Biobío;8304;Laja;Mixta;Hombre;D;3972
13;Metropolitana de Santiago;13302;Lampa;Urbana;Hombre;D;11460
14;Los Ríos;14103;Lanco;Mixta;Hombre;D;1945
6;Libertador General Bernardo O'Higgins;6107;Las Cabras;Rural;Hombre;D;3138
13;Metropolitana de Santiago;13114;Las Condes;Urbana;Hombre;D;12560
9;La Araucanía;9108;Lautaro;Mixta;Hombre;D;5298
8;Biobío;8201;Lebu;Mixta;Hombre;D;1899
7;Maule;7303;Licantén;Rural;Hombre;D;571
5;Valparaíso;5802;Limache;Mixta;Hombre;D;3835
7;Maule;7401;Linares;Urbana;Hombre;D;9677
6;Libertador General Bernardo O'Higgins;6203;Litueche;Rural;Hombre;D;440
5;Valparaíso;5703;Llaillay;Mixta;Hombre;D;3321
10;Los Lagos;10107;Llanquihue;Rural;Hombre;D;2790
13;Metropolitana de Santiago;13115;Lo Barnechea;Urbana;Hombre;D;5204
13;Metropolitana de Santiago;13116;Lo Espejo;Urbana;Hombre;D;12515
13;Metropolitana de Santiago;13117;Lo Prado;Urbana;Hombre;D;16849
6;Libertador General Bernardo O'Higgins;6304;Lolol;Rural;Hombre;D;561
9;La Araucanía;9109;Loncoche;Mixta;Hombre;D;2442
7;Maule;7403;Longaví;Rural;Hombre;D;3315
9;La Araucanía;9205;Lonquimay;Rural;Hombre;D;472
5;Valparaíso;5301;Los Andes;Urbana;Hombre;D;9509
14;Los Ríos;14104;Los Lagos;Rural;Hombre;D;2924
10;Los Lagos;10106;Los Muermos;Rural;Hombre;D;1771
9;La Araucanía;9206;Los Sauces;Rural;Hombre;D;764
4;Coquimbo;4203;Los Vilos;Rural;Hombre;D;1994
8;Biobío;8206;Los Alamos;Rural;Hombre;D;2822
8;Biobío;8301;Los Angeles;Urbana;Hombre;D;28433
8;Biobío;8106;Lota;Mixta;Hombre;D;6764
9;La Araucanía;9207;Lumaco;Rural;Hombre;D;1162
6;Libertador General Bernardo O'Higgins;6108;Machalí;Urbana;Hombre;D;5817
13;Metropolitana de Santiago;13118;Macul;Urbana;Hombre;D;18022
13;Metropolitana de Santiago;13119;Maipú;Urbana;Hombre;D;56588
6;Libertador General Bernardo O'Higgins;6109;Malloa;Rural;Hombre;D;1525
6;Libertador General Bernardo O'Higgins;6204;Marchihue;Rural;Hombre;D;695
14;Los Ríos;14106;Mariquina;Rural;Hombre;D;3075
2;Antofagasta;2302;María Elena;Rural;Hombre;D;550
13;Metropolitana de Santiago;13504;María Pinto;Rural;Hombre;D;1967
7;Maule;7105;Maule;Mixta;Hombre;D;3952
10;Los Lagos;10108;Maullín;Rural;Hombre;D;1597
2;Antofagasta;2102;Mejillones;Rural;Hombre;D;1723
9;La Araucanía;9110;Melipeuco;Rural;Hombre;D;670
13;Metropolitana de Santiago;13501;Melipilla;Urbana;Hombre;D;14667
7;Maule;7304;Molina;Mixta;Hombre;D;6123
4;Coquimbo;4303;Monte Patria;Rural;Hombre;D;4616
6;Libertador General Bernardo O'Higgins;6110;Mostazal;Mixta;Hombre;D;3815
8;Biobío;8305;Mulchén;Mixta;Hombre;D;3746
14;Los Ríos;14105;Máfil;Mixta;Hombre;D;1406
8;Biobío;8306;Nacimiento;Mixta;Hombre;D;4290
6;Libertador General Bernardo O'Higgins;6305;Nancagua;Mixta;Hombre;D;1620
12;Magallanes y de la Antártica Chilena;12401;Natales;Rural;Hombre;D;4258
6;Libertador General Bernardo O'Higgins;6205;Navidad;Rural;Hombre;D;786
8;Biobío;8307;Negrete;Rural;Hombre;D;1619
16;Ñuble;16204;Ninhue;Rural;Hombre;D;438
5;Valparaíso;5506;Nogales;Rural;Hombre;D;3987
9;La Araucanía;9111;Nueva Imperial;Mixta;Hombre;D;3461
